userID,itemID,rating
AG6WSLLXZY52HSQUY5PRCXTCYQYQ,B09F9YQQ7B,4.2
AEYJ5I6JZZPOJB6MGWRQOHRQLPSQ,B014I8SX4Y,4.4
AF6SKHWKK53BMAI6UVJA5FJMLK3A,B09Q8HMKZX,4.1
AFXQSBDW6232K22UMJWF5PMYX5RQ,B0B9XN9S3W,4.3
AGZU6C2XL3X2B4NEWLQJDSJ75QGA,B07966M8XH,4.2
AHVZCQP5SYIVGZJK4LRP55ZXWETA,B01GGKYKQM,4.3
AEOIHOJD3O5MYSVWZOBDUJGYWZGQ,B0B86CDHL1,4.5
AGE6O2NLNA3NUGORPU4SDK2S23QQ,B0B5ZF3NRK,4.1
AG6WSLLXZY52HSQUY5PRCXTCYQYQ,B09RFC46VP,4.2
AEGZSNGSJJAEMJ3RRNVZTKUILOHA,B08R69VDHT,4
AFJVYK4FXVGRSTSLGVUE5JGB2NVA,B09RWZRCP1,4.1
AHH2TIJJ2IGD5H3DJO3FROUHRRSQ,B09CMP1SC8,4.1
AGU76WKSU62DUNTPCMTC4FCUNRTQ,B09YLXYP7Y,4
AFRONQAZPYZARLWLDQM2VXS7ZTIQ,B09ZPM4C2C,4.1
AEBHZQJ4R2TZ57GOCSTMIP53F4JQ,B0B2DJDCPX,3.9
AEC5PUIW4OSIDDQED7WLXG2S7TOQ,B0BCZCQTJX,4
AG3D6O4STAQKAY2UVGEUV46KN35Q,B07LGT55SJ,4.2
AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,B09NKZXMWJ,4
AFZBEV4BOWGRSEH2PK7D65ZW66PA,B08QX1CC14,3.4
AHDJJLKORMH72SSEBWOVAKE66EHA,B0974H97TJ,4.4
AEXK37TSBFHSP2TYE63YPKETWQ7Q,B07GVGTSLN,4.2
AGDOVGWZKEQ3M6DA2GHV6WUZT5SA,B09VCHLSJF,4.2
AFSMISGEYDYIP3Z42UTQU4AKOYZQ,B0B1YZX72F,4.3
AHDIDVECFGA6OQRNUBPUO6366UGQ,B092BJMT8Q,4.3
AHFENRYJG4LPXDTUGEMG335VICSQ,B0BMXMLSMM,4.5
AG3D6O4STAQKAY2UVGEUV46KN35Q,B07JH1C41D,4.2
AGMJ6TDLOVZIR5ZU65TLJFSLG2BQ,B0141EZMAI,3.6
AFUT7ANZTZYGLXU65EQ2D5OP6UMA,B09Q5P2MT3,4.2
AEWAZDZZJLQUYVOVGBEUKSLXHQ5A,B08HDH26JX,4.2
AEC4ANXPPWN4RV5YG4JXEVPUXTHA,B09VT6JKRP,4.1
AGACKHUULXIV2SLNKKA6GWQOP7JQ,B09T3KB6JZ,4.2
AFOYOG3YKIOLPTLR3RZNRGUHHEAQ,B093QCY6YJ,3.7
AGDR4WFX53YFXTBXAHC65MMBDERA,B093ZNQZ2Y,3.8
AH5JH2QLZDYXTHIDXBBLTDHQUALA,B08LKS3LSP,3.7
AHQC27SWWMUOTO3W7NGIG7KPX2AQ,B00V4BGDKU,4.5
AFKENW6K3CFMTD3EGXQCUGK5XWWA,B08CHKQ8D4,4.1
AHDC2HUUNEL6GRJRX5TTOVKITONQ,B09BW334ML,4.3
AGD3F3J523RVZPEJGZE7WPFJXONA,B082T6GVLJ,4.3
AGHKFSJFKP7E3JJOXV3C6UPGZKQA,B07DL1KC3H,4
AHEVOQADJSSRX7DS325HSFLMP7VQ,B0B6F98KJJ,4.2
AGKNFVSMZCSEFHPASWFBOIYKRZJA,B07JNVF678,4.2
AHL2CPZ63TFC3VB3RUVZVPFC2YZA,B09QGZFBPM,4.3
AG3D6O4STAQKAY2UVGEUV46KN35Q,B07JGDB5M1,4.2
AEIFMHDK4ETHLYWSV6TUFNSJU4MQ,B0981XSZJ7,4.3
AHY6AK5LXBTGXDDXSU57ISMDW55Q,B0B9XLX8VR,4.3
AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,B08Y5KXR6Z,3.9
AFCMYWUZMOK6KHPFLL4DTRV2KHWA,B09F6VHQXB,4.1
AFA332YHUPB6I7KMME7SOFX5RKQQ,B0974G5Q2Y,4.3
AE4KODYP3MGRZS2JI6V7ZWVI5CHA,B09YL9SN9B,4.3
AFJVYK4FXVGRSTSLGVUE5JGB2NVA,B09RX1FK54,4.1
AG47CSNDLDSLE7BQWBCUPL4IMBZQ,B09TT6BFDX,4.5
AGNRJFR7GTAKNDLEQNVGQMRVURVQ,B09KH58JZR,4.1
AFYFQI7B55R5LXO2D3JPD6FBNUCA,B09DDCQFMT,3.6
AEZDBVRL3E3S2Q2C7LEY3TTQVVFA,B08RP2L2NL,3.5
AF42EMTPEJAL4LNEPPX77TN77UHA,B0B4G2MWSB,4
AH4LJDHSBLPNJYLQGQ53EQ6DBVZA,B0B21C4BMX,3.8
AE2JTMRKTUOIVIZWS2WDGTMNTU4Q,B084MZXJNK,4.4
AHY3QEA3CVS57POB64VVMQSPHHHA,B0BHZCNC4P,3.7
AHKTEC7ZVRWNAA66KB3V5REUQG6A,B0B16KD737,4.3
AFP334GQV3WBH6XJIX5VITMYOH2A,B099K9ZX65,4.1
AG6WSLLXZY52HSQUY5PRCXTCYQYQ,B08Y55LPBF,4.2
AGLZUIR2UEQJFHZ6KGUGFYPYINNQ,B015OW3M1W,4.1
AFJXTHVSM4WSXPKINO6S6L4OI5CA,B01D5H8ZI8,4.3
AF3IXM2LI57OSMIOBF55GYWRIYKA,B09X1M3DHX,4.2
AFQW4AC4GLYGQC4MXQWMGJM2FWRA,B09MM6P76N,4.2
AEPML5IRZNUCCZNZDPAXESOPY6OA,B01D5H8LDM,4.4
AFSMISGEYDYIP3Z42UTQU4AKOYZQ,B0B1YY6JJL,4.3
AHL2CPZ63TFC3VB3RUVZVPFC2YZA,B09QGZM8QB,4.3
AFEQNJUAIGTASKXSGSUUOTDMOMDQ,B08L4SBJRY,4
AEDMOT4JJAD7UCEFLEA76Y526CGQ,B09X79PP8F,3.9
AH4BURHCF5UQFZR4VJQXBEQCTYVQ,B082T6GVG9,4.2
AFCWL3MX7BP2ZUDD37MEAENZDQ2A,B0B3XY5YT4,4.3
AF477BP57JM7Z4JD4PYB2K33R6AQ,B0B4HKH19N,3.9
AFO7T5DJCA34LXNLPEMNTUPHBA3Q,B08TGG316Z,4.6
AELO5I776X3QUOQZ7AEEFC565CYA,B071VMP1Z4,3.9
AFA332YHUPB6I7KMME7SOFX5RKQQ,B071SDRGWL,4.3
AFAQLRAKYASFXOQP7MS6SZK4STIQ,B08PSQRW2T,4.1
AHDFR3PDKEBV72HXRL3RJJLS3YYA,B0859M539M,4.4
AHGHFJXREBY4F2LI3M6SFLSWC75Q,B08RX8G496,3.2
AGV3IEFANZCKECFGUM42MRH5FNOA,B002SZEOLG,4.2
AHXA44TFJADWFEA3DHLJWVUKZVDQ,B08CS3BT4L,4.2
AGD2H2SMDLQK62MH7BFWQ2INBP2A,B00RFWNJMC,3.7
AECPQWPXGTZOXEYOPZXTZQ5ZG23Q,B082T6GXS5,4.5
AFPP23GZ4AVHPQZCTP3HRAABLJLA,B09CMQRQM6,4.2
AG44ZU44LAA7BHECDW5VB2ZMEP2A,B005LJQMCK,4.2
AG7TJLDLH3HOUPRBUFW6KNUEGO4A,B09C6H53KH,4.2
AEH3MURR76DG3TEX3NXIJVJTKBLA,B0BB3CBFBM,4.1
AHMKXORT3VNMB75C3EUBYMFYELFQ,B08QSDKFGQ,4.3
AHEVO4Q5NM4YXMG2HDDXC5XMBGRQ,B08PV1X771,4.3
AHW6E5LQ2BDYOIVLAJGDH45J5V5Q,B07YTNKVJQ,4.3
AGG2AULXZCI6G44ST3BNAHRWDR5Q,B0117H7GZ6,3.4
AE242TR3GQ6TYC6W4SJ5UYYKBTYQ,B09XJ1LM7R,4.3
AE2JTMRKTUOIVIZWS2WDGTMNTU4Q,B084N133Y7,4.4
AH6QHRMENKX6PFBXHEVDIWEKJSKA,B088Z1YWBC,3.9
AFWKYTQRPXNGB7RII7ZH7EABC7EA,B07VSG5SXZ,4.1
AFUR3EWCD6OMWNI7EGYK62PDJL6Q,B08RWCZ6SY,3.9
AF5XVR5OXJ67BJZGIOYFMQDQIGGQ,B07KSB1MLX,4
AH3ZH5IE4MTFB3T33O3QSGLU4BBA,B081FG1QYX,4.3
AEGZSNGSJJAEMJ3RRNVZTKUILOHA,B08R69WBN7,4
AFYQPTD6YGHPLNTGAOUBK6JTRVTA,B0B3RHX6B6,3.9
AEMJJNJTRB4DQ2EMQQRJ6N2SC2XA,B084N18QZY,4.5
AGAVEOWLSMUI7WPD3OHUVNHQ233Q,B081NHWT6Z,3.9
AGKNFVSMZCSEFHPASWFBOIYKRZJA,B07JPJJZ2H,4.2
AGSMOEVIV64A236CLW3B5JHPYQIA,B09JKNF147,4
AEJGEJAGW7MDJMBVY7KB7KBKIYYQ,B0B9959XF3,4.3
AHPG3AAPVL7HKSID4IPJ5MDAMAJA,B09PNR6F8Q,4
AGYAPOCHJTBVSKV3GSONJ7VXL3PA,B07M69276N,4.4
AFSMISGEYDYIP3Z42UTQU4AKOYZQ,B0B1YZ9CB8,4.3
AGU76WKSU62DUNTPCMTC4FCUNRTQ,B09YLYB9PB,4
AFVNMGQ2XHQL55BFESLIHGPCW6LA,B08CTNJ985,4.3
AF7EOXYL5K36BDP6PXF6K2TL5TPA,B0BP7XLX48,5
AG2Q7FISK54KBSPHF7CNNGZ3GLNA,B09LHXNZLR,3.7
AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,B0B3N8VG24,4
AFAQLRAKYASFXOQP7MS6SZK4STIQ,B08PSVBB2X,4.1
AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,B0B3MQXNFB,4
AHSDVZ3ZSHUMFGDLVVGATDIWKHTA,B08XMSKKMM,3.3
AHMHM5EFODDANIMBHGM2T74BEJHA,B09L8DT7D6,3.8
AFHDJKCENRGUUZD2EYH6VDCJO5SA,B00GE55L22,4.1
AHPAC3MT3XXV27WWU7U5AN7RLCXQ,B0162K34H2,4.1
AF2IRSQZKMBGX44YDNUPYRHWXOZQ,B0B8SRZ5SV,4.4
AGPOYBESW4JLTMELJLGMLV4JKJEA,B07CWNJLPC,4.3
AEWPCJ6MCXV32JXQHYGODOOEIJNA,B00NH12R1O,4.3
AF2IRSQZKMBGX44YDNUPYRHWXOZQ,B0B8SSC5D9,4.4
AHL2CPZ63TFC3VB3RUVZVPFC2YZA,B08WKG2MWT,4.3
AEG3HYLEKKRSE4WITBF2CB2GIAXQ,B0B466C3G4,3.9
AG44ZU44LAA7BHECDW5VB2ZMEP2A,B005LJQMZC,4.2
AFIU4APGHOFMXEOVMSQMYKMZ46QQ,B07MDRGHWQ,4.2
AHDZE7UM6PQPAOJPJJ57QUHGGTAA,B07DC4RZPY,4.1
AHDIDVECFGA6OQRNUBPUO6366UGQ,B0B15GSPQW,4.3
AHGPOB3Q2BTBR2WJNJCFAYF4XXLQ,B08GJNM9N7,3.7
AGQTTQWEOQLPO3PV6XEDCWZHVFNQ,B09C6FML9B,4.1
AFQGGBH7UOPRRK6A4FS6UAHBBR6Q,B0B65MJ45G,3.9
AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,B08P9RYPLR,4
AHEVOQADJSSRX7DS325HSFLMP7VQ,B0B6F8HHR6,4.2
AHWC76VEMF5NNLUBQCANCBHLBRNQ,B084MZXJN6,4.4
AEGJWEAXJNRH3OLXI7JE3VRTSNWA,B08XMG618K,4.1
AGSP27IDVRXVVRJOLLTCIXFFIOTQ,B0BCKWZ884,4.3
AFHX6LN2EGRSLCIKZERTK236KJWA,B00GGGOYEK,3.8
AE22Y3KIS7SE6LI3HE2VS6WWPU4Q,B07ZR4S1G4,4.4
AHPHVDOD3W672U45KKZQIJZTHLGQ,B09C635BMM,4
AH3JUIQYDAPZIELYMMCLQIF66NDA,B00GG59HU2,4.4
AFEJFJOFJO4XQTAUFXZALFURTCUQ,B00RGLI0ZS,4
AG6TQFT2J2BQW67NBTLB4X6XYC5A,B09ZPJT8B2,4.2
AFY3XWUSTQABIV5OERXNLAPIZBTA,B07HZ2QCGR,3.9
AF42E36WI766TJEIU3A43B5SKHDA,B095244Q22,3.7
AF3XUWT2436N7RHNRA7RNALJB74Q,B08CKW1KH9,3.6
AGOYJRXFFVVGZDJTZV474WDLAPUA,B0BLV1GNLN,4
AGUQMWXN662DIDUVJPAO45CEY22A,B08RHPDNVV,3.5
AGBX233C7B7D7YZEL7ZLFWMQKFDQ,B00NH13Q8W,4.5
AHXJZSVEOLZI5RBMJNOHPVSA2DNA,B0B8SSZ76F,4.2
AGZNXVDF65JCLJDZWWFVCR6TRSZA,B0841KQR1Z,3.8
AG54KGAZMF7BPHMMR7QDFEV2U5UA,B0B467CCB9,3.8
AG3QTVXT2ODRVKOQJJRDV5KA2F2A,B095JQVC7N,4.1
AFGN6I3CNM2SKJXVEEVVXF2DPB5A,B08PPHFXG3,4.3
AESNQRQGPFRFF3MIKZ6HWY3Z5XPQ,B06XR9PR5X,4.4
AFCGAYGFQB27SUPPS7RARVDFJXVA,B09JSW16QD,3.9
AG3D6O4STAQKAY2UVGEUV46KN35Q,B07JH1CBGW,4.2
AHPRJMHMROWKAHQBSB6YAMELKFDA,B09127FZCK,3.8
AHKONLROYYEFMPWU5WN7NC5VZIEQ,B083GQGT3Z,4.1
AHX6CSQGEBRWNFP27HRO6OHTKYXQ,B09Q8WQ5QJ,4.1
AFYPWMPR6XXQPAOLMGPWOW6HULQA,B07YZG8PPY,4.3
AH2ZL3XW4QRBYIRYW5ILLXDH6A5Q,B09H39KTTB,3.7
AG4UNVU75Q7SYSAHMQ7XNPAM4Y2A,B08DCVRW98,4
AFFPESMMRAITVW75DEFP65LRTM4Q,B0718ZN31Q,4.2
AFM3PEUDKST5I4ABCDADACT6UJCQ,B0162LYSFS,4.1
AGDDIKK55GNJNHHGBYXRZNFAJVSQ,B07PFJ5VQD,4.3
AHHEVDG5NWTNJRAW4M5FIRKMFEEA,B01J8S6X2I,4.4
AGTBGMKWQPUZJ2GA2XPICHD2VTKQ,B09MJ77786,4.3
AEBPRGXBZGLP7GSDVHJW7MDK6TRA,B09NNGHG22,4.3
AGNQUDW2ISLRVQVYA7AJNMFTZYAA,B07V5YF4ND,3.5
AFQGGBH7UOPRRK6A4FS6UAHBBR6Q,B0B65P827P,3.9
AEDY5UAJ26E6AID2QBRV2B3DEOEQ,B084MZYBTV,4.5
AGKXFGRXVN4CMGMCT5SGOPB6BBIQ,B097ZQTDVZ,3.4
AHKMDJ4Y4EBQDNX6WV4U6DCESQXQ,B0B5F3YZY4,4
AHSO2WSPV5UTH5J2K6MN5IZAIOGA,B09G5TSGXV,4
AE4DPKX5AMUCEWM4543JPWAZVA2A,B006LW0WDQ,4.4
AGU76WKSU62DUNTPCMTC4FCUNRTQ,B09YLX91QR,4
AH3ZH5IE4MTFB3T33O3QSGLU4BBA,B081FJWN52,4.3
AHAYLVC4ZJEXYUCSYHJGH233MBWQ,B0758F7KK7,4
AHGRRV5SETS34URXKM5JR365ZGKA,B09L835C3V,4.2
AGTDS5KNVHNHIPGTYNC4NBE7HJSA,B098TV3L96,3.8
AHDJJLKORMH72SSEBWOVAKE66EHA,B08NCKT9FG,4.4
AF477BP57JM7Z4JD4PYB2K33R6AQ,B0B4T6MR8N,3.9
AEITVIFC7WZAEQDIVWPB4KUGKLRQ,B01GGKZ4NU,4.2
AG3TIHPAHFYCX3XQ3TQ2OB5IAJXQ,B09BW2GP18,3.9
AF6Z2OYIXRPZJHVYN2MFKKYHPHFQ,B09WN3SRC7,4.7
AFTUS3YZBNWUVW7FV7AQ4O532UNQ,B09B125CFJ,3.6
AFYEHXFPJRMXSQKK7PTK5TRWUQUA,B09RQRZW2X,3.7
AF2544C4RGIBQX7Y4JMKMSMXMRRQ,B07924P3C5,4.2
AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,B08N1WL9XW,4
AECWBGFECHOEYECHQGPMWRYNKHYQ,B07VVXJ2P5,3.6
AHY6AK5LXBTGXDDXSU57ISMDW55Q,B0BC8BQ432,4.3
AH3JHXC477GL3HYXL4XPOZS5SXRQ,B06XFTHCNY,4.2
AFVNMGQ2XHQL55BFESLIHGPCW6LA,B08CT62BM1,4.3
AEWAZDZZJLQUYVOVGBEUKSLXHQ5A,B07CRL2GY6,4.2
AEFJC2FTSOL3UWEG42NAOBRG5VTA,B07DWFX9YS,4.2
AGLYU2PCAJAWMX2SQ7Z44TQCOB5A,B01D5H90L4,4.4
AEXK37TSBFHSP2TYE63YPKETWQ7Q,B07F1P8KNV,4.2
AHWC76VEMF5NNLUBQCANCBHLBRNQ,B084N1BM9L,4.4
AH7NTBDGAMGOFFADEVWJL3O4YQ2A,B09F6D21BY,3
AGIZGHZQQHZLE5L3CHVG7RHBP32Q,B09LQQYNZQ,4.5
AFSMISGEYDYIP3Z42UTQU4AKOYZQ,B0BC9BW512,4.3
AFHYWVMTDKYPL2TFEVYTCNHJPJZA,B0B61HYR92,4.2
AEWC3QIWDPNHJSLVO6MS62ERGB3Q,B075ZTJ9XR,4.4
AH2AV6EDMROMZAYJHVBRKP3R3MZQ,B0978V2CP6,4
AEE46IBP3ZPVE6S3HRLREKFHW6WQ,B09LRZYBH1,3.8
AEJGEJAGW7MDJMBVY7KB7KBKIYYQ,B0B997FBZT,4.3
AF7BXYFKSFYOMLSKCZE4ZVWITELA,B098LCVYPW,4.2
AFKENW6K3CFMTD3EGXQCUGK5XWWA,B09HV71RL1,4.1
AFLOBYPV2H5LSTBAHZWAMF3DHSBQ,B08PZ6HZLT,4
AGWAYDRCPJOSWY4HN36O4426WURQ,B075TJHWVC,4.2
AERUC72DWRPOM2EHX3YBTBPKYV7A,B09LV13JFB,3.3
AHDIDVECFGA6OQRNUBPUO6366UGQ,B092BL5DCX,4.3
AG5P7BKN4M3JH7HW64UV4Y2QZGHA,B09VH568H7,3.8
AHEVOQADJSSRX7DS325HSFLMP7VQ,B09HQSV46W,4.2
AGYH5QJAFM2JTPYPHRVG23I23RZQ,B08TZD7FQN,3.7
AHFLHYGGLNAPDY7RTZ4NA4OFL22Q,B0B21XL94T,4.3
AHVAHTQWBVQ564OYZLFO3ABDUUMQ,B09PTT8DZF,3.9
AE7CFHY23VAJT2FI4NZKKP6GS2UQ,B0B94JPY2N,3
AFCWL3MX7BP2ZUDD37MEAENZDQ2A,B0B3XXSB1K,4.3
AHSXEBRVZO6MAYZRN6O6ZGT6TQIQ,B08RZ12GKR,3.5
AF477BP57JM7Z4JD4PYB2K33R6AQ,B0B4T8RSJ1,3.9
AHQCV7O3JOMFFMD7EGIZ2NGSU6JQ,B0B7B9V9QP,4
AEOHCZKNWRXT3H4Q66WMEMB672IA,B08XXVXP3J,4.3
AHILWO2P2PT6EKK2HS4EALRJIQ7Q,B06XGWRKYT,3.8
AGPOYBESW4JLTMELJLGMLV4JKJEA,B07CWDX49D,4.3
AHH74UTDYQPVBMM4HEEMRAU2DNMQ,B09TY4MSH3,3.3
AFKKM4SXCCLJDRUQUZ6J4W7HLDYQ,B07RY2X9MP,4.5
AFXA73X6367FW6C7AQNXOTR7BZ3A,B0B2C5MJN6,4.1
AH34W5DLRK5DLTLP73YKFLTTKWAQ,B0BBMGLQDW,4.2
AH42ECAG6LPCU22T5BYN5OXQO74A,B01LONQBDG,4.1
AESPOE5Z2FMNU577LDO7HKJCEDOA,B08XXF5V6G,4.4
AHGRRV5SETS34URXKM5JR365ZGKA,B09HK9JH4F,4.2
AGTN6JPEMBFO4TWE6KBORDHUBFLQ,B09MMD1FDN,3.9
AFSQ45FBSMOSSRWIPLZFD7UKF6SQ,B09HN7LD5L,4
AGJUSTWREQRCTY3KJHDL6I2MZDTA,B0BNDD9TN6,4.5
AFYOI4QB47I7I4QHNU3PF6ZZCAEA,B0941392C8,3.7
AGVUE2NFN2MQEOQ4PR525B2ZI5PQ,B01M5967SY,4.2
AG6BJSKUOVW6DOSEHJ6OLIDCO5MA,B016MDK4F4,4.2
AFWESPH2F54JGI3PJYU2NINBVCAQ,B08G43CCLC,4.2
AHCVVEWW2RUKPIMC63N6LXF2DQJQ,B0B61GCHC1,4.3
AGT2U62GEVEA2CAXYALEPKOKBLAQ,B07RX14W1Q,4.4
AH7535IQDY5KVV2I6ASNOZJC4KAA,B09PLD9TCD,4.2
AFRFZ7MZMMLKCQJ726M5IWMCUUKA,B0B8ZKWGKD,4.3
AEGZAYS4PGUN7JSO2F4KZDPBJTPQ,B09NNJ9WYM,3.7
AHLV4POL25DONGJ2Z2BDVAI72QEA,B08H5L8V1L,4.3
AHEVOQADJSSRX7DS325HSFLMP7VQ,B0B8CXTTG3,4.2
AG6CREU25N6P2H7RCHNIU6GGJ5BA,B09HCH3JZG,4.4
AF3KXMJ35ELNULRGLJMSPONWTBLQ,B097JVLW3L,3.5
AFSOR5M3BW2YXCRDCQKOL2V65TGA,B09SB6SJB4,4.1
AFZT774FU3LOJGEW7JSAXOD24OBQ,B08NW8GHCJ,4.3
AHNCUNHIZXTMX6V4WVDHJVC6YOHQ,B09YHLPQYT,4.2
AFQXCIIKXSM2VN3IHACSKPZ3PEGQ,B08G1RW2Q3,4
AHM35ZOWV3MFJWNPDZOGEEHDWCJQ,B08YXJJW8H,3.9
AG3J37R72LBQQ44KNHS3X3ZYQK5A,B09P8M18QM,3.3
AEFVBBYV2B2FDYETNBPLPC5ZBS4A,B08BG4M4N7,3.8
AHUXDK77R5GLFKEDEMYFDNCN2OQQ,B07VJ9ZTXS,4
AG2CJB47VQE4AVBUYWE7TYPVMYHQ,B084872DQY,4.3
AEXKMEVDTMU6TP5NMM6O242XCWHA,B00GGGOYEU,3.9
AGJ42BXEHWTZHDEWDT6WH6PRY62A,B08FD2VSD9,4.2
AGJC5O5H5BBXWUV7WRIEIOOR3TVQ,B0BQRJ3C47,5
AG3QTVXT2ODRVKOQJJRDV5KA2F2A,B095JPKPH3,4.1
AEY5PQYPSQDGMJCPRPSLJKFM6ELA,B087JWLZ2K,3.9
AH7535IQDY5KVV2I6ASNOZJC4KAA,B09DSXK8JX,4.2
AFZT774FU3LOJGEW7JSAXOD24OBQ,B08V9C4B1J,4.3
AGL3JTQ3ZE2OROHL44I2WVDP2Y2A,B08PKBMJKS,3.8
AGQYZLWPXBTZCFFSJ7N4E5MU6FQA,B0B8VQ7KDS,4.3
AHOYUSKWQFXDLOTRT43FCSHP3WIA,B086JTMRYL,4.4
